sender_type,signal,action,posterior_belief,rational_posterior,outcome,sender_payoff,receiver_payoff,is_bluff,bluff_success,sender_reasoning,receiver_reasoning,sender_confidence,receiver_confidence,sender_latency_ms,receiver_latency_ms,sender_tokens,receiver_tokens,game_duration_ms,model_key,model_name,treatment,sim_id,timestamp
LOW,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given our depleted reserves, a direct confrontation is unwinnable. Escalation, while risky, could deter if our opponent believes our bluff, buying us time to rebuild. The reputational risk of being exposed is high, but less than the risk of immediate defeat.","An opponent with high resolve is more likely to escalate than one with low resolve. Observing an escalation, therefore, increases the probability that the opponent is high resolve. Attacking a high-resolve opponent is costly.",0.7,0.8,1189,972,237,233,2161,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,33,2026-03-06T05:01:32.378513
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my GENUINELY HIGH resolve and full military readiness, a costly signal is essential to convey credibility. Escalating with a strong threat, despite the political capital cost, clearly demonstrates our willingness to fight and is more likely to deter an adversary than a conciliatory approach, which could be misinterpreted as weakness and invite further aggression.","An opponent with high resolve is more likely to escalate than one with low resolve. Observing escalation increases the probability they are high resolve. Given the significant cost of misjudging a high-resolve opponent, a cautious approach is warranted.",0.95,0.8,998,948,235,237,1946,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,34,2026-03-06T05:01:34.324553
HIGH,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a costly signal is necessary to demonstrate credibility. Escalation, while consuming political capital, clearly communicates our willingness to fight and is more likely to deter an adversary than a conciliatory approach which could be misconstrued as weakness.","An opponent with high resolve is more likely to escalate, while a low resolve opponent is less likely to escalate. Observing an escalation increases my belief that the opponent has high resolve. Given the updated belief, attacking carries a high risk of a costly war.",0.95,0.8,1070,952,224,241,2021,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,35,2026-03-06T05:01:36.346034
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given our depleted reserves, a strong threat (ESCALATE) is necessary to deter the opponent, who is unaware of our weakness. While it costs political capital, it's our best chance to avoid conflict. If we Negotiate, it could be perceived as weakness and invite aggression. The reputational risk of being caught bluffing is high, but the risk of not bluffing is even higher (war).","An opponent with high resolve is more likely to escalate than one with low resolve. Given the escalation, my belief in the opponent's high resolve increases. Attacking a high resolve opponent is too risky.",0.8,0.9,1253,955,268,232,2208,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,36,2026-03-06T05:01:38.554153
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a strong threat (costly signal) is necessary to convey our commitment and deter the adversary. Negotiating at this stage would be misinterpreted as weakness, undermining our credibility and potentially inviting further aggression. Escalation, while costly in political capital, aligns with the principle that costly signals are more credible, making our resolve undeniable.","Escalation is a strong signal of high resolve. A low resolve opponent would likely back down rather than risk a costly war they can't win. Therefore, the observed signal significantly increases the probability that the opponent is high resolve, making an attack too risky.",0.95,0.9,1329,1125,243,243,2453,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,37,2026-03-06T05:01:41.007526
LOW,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My goal is to deter conflict without revealing weakness. Escalation, even with low true resolve, can create the impression of strength and deter an opponent who is unaware of my true capabilities. While risky if called, the immediate benefit of avoiding conflict outweighs the reputational damage of being exposed later, especially since the alternative (negotiation) almost guarantees revealing my vulnerability.","Escalation is a strong signal of high resolve. A low resolve opponent would likely back down to avoid a costly war. Given the observed escalation, it's safer to assume high resolve.",0.8,0.9,1347,1194,239,229,2542,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,38,2026-03-06T05:01:43.549423
LOW,ESCALATE,BACK_DOWN,0.9,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My opponent believes I have military capabilities. A strong threat (ESCALATE) leverages this belief, making them more likely to back down without me having to reveal my weakness. The reputational risk of being caught bluffing is high, but the risk of prolonged conflict is higher.","Escalation is a strong signal of high resolve. A low resolve opponent would likely avoid escalation to prevent a costly war. Given the observed signal, I update my belief significantly towards the opponent being high resolve. Attacking a high resolve opponent would be disastrous.",0.8,0.95,1069,967,223,243,2037,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,39,2026-03-06T05:01:45.586365
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my genuinely high resolve and military readiness, a conciliatory signal like 'negotiate' would be misinterpreted as weakness and undermine my credibility. A strong threat, despite the political cost, acts as a costly signal, demonstrating my commitment to action and increasing the likelihood of deterrence. My objective is to make the opponent believe I am prepared to fight.","An opponent with high resolve is more likely to escalate than one with low resolve. Given the observed escalation, my belief in the opponent's high resolve increases significantly. Attacking a high-resolve opponent is too risky.",0.95,0.9,1158,962,238,234,2120,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,40,2026-03-06T05:01:47.705904
LOW,ESCALATE,BACK_DOWN,0.7,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My military weakness is a critical vulnerability. Escalation, while risky, is the only way to project strength and deter an attack, as my opponent is unaware of my true state. If caught bluffing, the reputational damage would be severe, but a successful bluff buys crucial time.","An opponent with high resolve is more likely to escalate, but a low resolve opponent might bluff. Escalation makes me lean towards high resolve, increasing the risk of a costly war if I attack. Backing down is the safer option.",0.7,0.8,1160,990,224,237,2150,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,41,2026-03-06T05:01:49.855953
LOW,ESCALATE,BACK_DOWN,0.7,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My opponent believes I have military capabilities. Escalating now, even with depleted reserves, leverages this belief and creates the impression I'm willing to use them. This deters immediate action, buying time while avoiding the revelation of weakness that negotiation would entail. The reputational risk is high if exposed, but the immediate crisis demands a strong front.","An opponent with high resolve is more likely to escalate, but a low resolve opponent might bluff. Escalation makes me lean towards high resolve, increasing the risk of a costly war if I attack.",0.7,0.8,1217,918,236,229,2135,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,42,2026-03-06T05:01:51.990707
HIGH,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a costly signal is necessary to convey our seriousness. Escalating, despite the political cost, is more likely to be believed and deter the adversary than a conciliatory approach, which could be misinterpreted as weakness and invite further aggression.","An escalation from a high-resolve opponent is more likely than from a low-resolve one. However, a low-resolve opponent might also escalate to bluff. Given the significant cost of misjudging a high-resolve opponent, a cautious approach is warranted.",0.9,0.8,1107,985,222,243,2092,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,43,2026-03-06T05:01:54.082603
HIGH,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a costly signal is necessary to convey our seriousness. Escalation, while consuming political capital, is a strong threat that will be more credible and effectively deter the adversary, as opposed to negotiation which might be perceived as weakness.","An opponent with high resolve is more likely to escalate than one with low resolve. Escalation thus increases my belief that they are high resolve. Given this updated belief, attacking becomes too risky.",0.9,0.8,1037,916,222,229,1953,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,44,2026-03-06T05:01:56.035354
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My military weakness is a critical vulnerability. Escalation, if believed, could deter immediate conflict, buying time to rebuild or find a diplomatic solution without revealing my true state. The reputational risk of a failed bluff is high, but less than the certain defeat of an unmasked weakness.","An opponent with high resolve is more likely to escalate to deter me. Conversely, an opponent with low resolve is less likely to escalate, as it risks a costly conflict they cannot sustain. Observing an escalation increases the probability they are high resolve.",0.7,0.8,1220,1179,224,239,2399,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,45,2026-03-06T05:01:58.434150
LOW,ESCALATE,BACK_DOWN,0.7,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My military weakness is a critical vulnerability. Escalation, if believed, could deter immediate conflict, buying time to rebuild or seek external support. The reputational risk of a failed bluff is high, but the alternative of revealing weakness is worse, inviting immediate aggression.","Escalation is more likely from a High Resolve opponent seeking to deter, but a Low Resolve opponent might bluff. The risk of attacking a High Resolve opponent is too high given the potential -1 payoff, while backing down guarantees a neutral outcome.",0.8,0.8,1089,993,219,239,2082,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,46,2026-03-06T05:02:00.515836
LOW,NEGOTIATE,BACK_DOWN,0.5,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given my severely depleted military reserves and low true resolve, escalating carries a high risk of being called out, which would expose my weakness and be catastrophic. Negotiating, while appearing conciliatory, allows me to buy time, gather intelligence, and potentially secure favorable terms without revealing my true military state.","A negotiating opponent, especially if they are high resolve, might be trying to avoid a costly war. If they are low resolve, they might be trying to buy time or bluff. Without more information on their negotiating history, it's hard to make a decisive call.",0.7,0.5,1197,986,227,245,2183,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,47,2026-03-06T05:02:02.699032
HIGH,ESCALATE,BACK_DOWN,0.65,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my GENUINELY HIGH resolve and full military readiness, a costly signal is necessary to convey credibility. Escalation, despite the political cost, clearly demonstrates our willingness to fight and makes our threat more believable, thus increasing the likelihood of deterrence. Negotiation, in this context, risks being perceived as weakness, which is counterproductive to our objective of deterring the opponent.","Escalation is more likely from a High Resolve opponent seeking to deter, or from a Low Resolve opponent bluffing. Given the observed signal, and the severe cost of misjudging a High Resolve opponent, I must update my belief. A High Resolve opponent would escalate to signal strength, while a Low Resolve opponent might escalate to bluff. The cost of misjudging a High Resolve opponent is too high.",0.95,0.8,1458,1179,244,273,2637,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,48,2026-03-06T05:02:05.336190
LOW,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given our depleted reserves, a direct confrontation is disastrous. Escalation, if believed, could deter the opponent, buying time to rebuild or seek external support. The reputational risk of a failed bluff is high, but the risk of revealing weakness through negotiation is equally detrimental, potentially inviting immediate aggression. We must project strength to avoid an immediate attack, even if it's a bluff.","An opponent with high resolve is more likely to escalate than one with low resolve. Given the escalation, my belief in the opponent's high resolve increases. Attacking a high-resolve opponent is too costly.",0.8,0.8,1404,1154,261,233,2559,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,49,2026-03-06T05:02:07.894734
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My military reserves are severely depleted, making prolonged conflict unsustainable. My opponent is unaware of this, providing an opportunity to bluff. Escalating with a strong threat, despite the political cost, is the only way to potentially deter them and avoid revealing my true weakness, which would be catastrophic.","An opponent with HIGH RESOLVE is more likely to ESCALATE than one with LOW RESOLVE. Observing ESCALATE therefore increases the probability that the opponent is HIGH RESOLVE. Given the high probability of HIGH RESOLVE, ATTACK is too risky.",0.8,0.9,1062,985,224,242,2048,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,50,2026-03-06T05:02:09.942587
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Our genuine high resolve to fight means we must project an unwavering stance. A strong threat, despite its political cost, serves as a costly signal that reinforces our credibility and increases the likelihood of deterrence. Negotiation at this stage would be misinterpreted as weakness, undermining our readiness.","Escalation is more likely from a High Resolve opponent, but a Low Resolve opponent might bluff. The risk of attacking a High Resolve opponent outweighs the potential gain from attacking a Low Resolve one, especially with a significant probability of High Resolve.",0.95,0.8,1204,1118,222,239,2322,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,51,2026-03-06T05:02:12.264487
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a strong threat is necessary to convey our seriousness. Costly signals enhance credibility, and losing political capital by escalating is a price worth paying to deter a potential adversary who might otherwise misinterpret conciliation as weakness. Our goal is to make them believe we are prepared to fight, and escalation achieves this most effectively.","An opponent with high resolve is more likely to escalate than one with low resolve. Given the escalation, my belief in the opponent's high resolve increases. Attacking a high-resolve opponent is too risky.",0.95,0.9,1358,911,240,233,2269,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,52,2026-03-06T05:02:14.533153
LOW,ESCALATE,BACK_DOWN,0.85,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given our depleted reserves, a direct confrontation is disastrous. Escalation, if believed, could deter the opponent without requiring actual conflict, buying us time to rebuild. The reputational risk of being exposed as a bluffer is high, but the alternative is immediate defeat.","Escalation is a strong signal of high resolve. A low resolve opponent would likely back down rather than risk a costly conflict. Therefore, the probability of the opponent being high resolve increases significantly. Attacking a high-resolve opponent would be disastrous.",0.7,0.9,1136,1073,237,241,2209,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,53,2026-03-06T05:02:16.741967
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Our resolve is genuinely high, and we are prepared to fight. A strong threat (escalation) serves as a costly signal, demonstrating our commitment and making our resolve credible. Negotiating at this stage could be perceived as weakness, undermining our position and inviting further challenges.","An escalation from an opponent with high resolve is more likely than from one with low resolve. Given the observed escalation, my belief in their high resolve increases significantly, making an attack too risky.",0.9,0.9,1110,889,222,228,1999,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,54,2026-03-06T05:02:18.740803
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a costly signal is necessary to convey credibility. Escalation, despite the political cost, reinforces our commitment to fight and is more likely to deter the adversary than a conciliatory approach which could be misconstrued as weakness.","An opponent with HIGH RESOLVE is more likely to ESCALATE than one with LOW RESOLVE. Observing ESCALATE increases the probability that the opponent is HIGH RESOLVE. Given the high cost of a war against a HIGH RESOLVE opponent, backing down is the safer option.",0.95,0.9,979,980,223,247,1958,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,55,2026-03-06T05:02:20.699191
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"To deter an attack given our depleted reserves, we must project strength. Escalation, while risky, is the only signal that might convince our opponent we can sustain a fight, even if we cannot. If caught, our credibility would be shattered, inviting future aggression.","An opponent with high resolve is more likely to escalate, whereas a low resolve opponent is less likely to escalate, preferring to back down. Observing an escalation increases the probability that the opponent is high resolve, making an attack riskier.",0.7,0.9,1030,1140,220,237,2170,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,56,2026-03-06T05:02:22.869017
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my GENUINELY HIGH resolve and full military readiness, a costly signal is crucial for credibility. Escalation, despite the political cost, clearly signals my willingness to fight and makes my threat believable, thereby maximizing deterrence. Negotiation would be misinterpreted as weakness given my stated resolve.","An opponent with high resolve is more likely to escalate, as they are confident in their military. Conversely, a low-resolve opponent would be less likely to escalate, preferring to avoid conflict. Therefore, observing escalation increases the probability that the opponent is high resolve. Given the increased probability of a high-resolve opponent, attacking becomes too risky.",0.95,0.8,1115,1144,225,259,2259,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,57,2026-03-06T05:02:25.127797
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My military reserves are critically low, meaning prolonged conflict is unsustainable. Escalating with a strong threat, while costly politically, is the only way to potentially deter the opponent who is unaware of my true weakness. If they believe the bluff, conflict is avoided; if not, I'm exposed regardless.",An opponent with high resolve is more likely to escalate than one with low resolve. Escalation therefore increases my belief that they are high resolve. Attacking a high-resolve opponent is too risky.,0.8,0.9,1143,938,227,230,2081,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,58,2026-03-06T05:02:27.209110
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a costly signal is necessary to demonstrate our commitment and deter any adversary. Escalation, despite the political cost, clearly communicates our willingness to fight, making our threat more credible than a conciliatory approach which could be misconstrued as weakness.","Escalation is a strong signal of high resolve. A low resolve opponent would likely avoid escalation to prevent a costly conflict they can't win. Therefore, the observed signal significantly increases the probability that the opponent is high resolve, making an attack too risky.",0.9,0.9,1202,1332,225,242,2534,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,59,2026-03-06T05:02:29.742712
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a strong threat is necessary to convey our commitment and deter the adversary. Costly signals are more credible, and while 'ESCALATE' costs political capital, it effectively demonstrates our willingness to fight, which is our ultimate goal. Negotiating at this juncture would risk being perceived as weakness, undermining our position.","An opponent with high resolve is more likely to escalate than one with low resolve. Given the observed escalation, the probability of the opponent being high resolve increases significantly. Attacking a high resolve opponent is too costly.",0.9,0.9,1073,1426,240,232,2499,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,60,2026-03-06T05:02:32.241232
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a strong threat (costly signal) is necessary to demonstrate our commitment and deter the adversary. Negotiating at this stage would be misinterpreted as weakness, undermining our credibility and potentially inviting further aggression.","Escalation is a strong signal of high resolve, as a low resolve opponent would likely back down to avoid conflict. Therefore, observing escalation significantly increases the probability that the opponent is high resolve. Attacking a high resolve opponent is too risky.",0.9,0.9,1019,951,217,239,1970,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,61,2026-03-06T05:02:34.211315
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Our resolve is genuinely high, and we are prepared to fight. A strong threat, while costly politically, serves as a credible signal of our determination and willingness to bear costs, which is more likely to deter a potential adversary than a conciliatory approach that could be perceived as weakness.","Escalation is a strong signal of high resolve. A low resolve opponent would likely back down to avoid conflict. Therefore, the observed signal significantly increases the probability that the opponent is high resolve. Attacking a high resolve opponent is too risky.",0.9,0.9,1023,1394,224,239,2417,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,62,2026-03-06T05:02:36.628186
HIGH,ESCALATE,BACK_DOWN,0.5,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a costly signal is necessary to convey credibility. Escalation, while consuming political capital, clearly demonstrates our willingness to follow through, making our threat more potent and likely to deter. Negotiation, conversely, would be perceived as weakness and undermine our strong position.","Escalation is more likely from a High Resolve opponent seeking to deter, or from a Low Resolve opponent bluffing. Without knowing the likelihood of escalation for each type, updating belief is difficult. However, attacking a High Resolve opponent is very costly.",0.95,0.6,1034,1162,229,240,2196,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,63,2026-03-06T05:02:38.824352
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My opponent believes I have military capabilities. A strong threat (ESCALATE) leverages this belief and may deter them without risking actual conflict, which I cannot sustain. The reputational risk of being caught bluffing is high, but the immediate threat of conflict is greater.","An opponent with high resolve is more likely to escalate than one with low resolve. Escalation as a signal makes me update my belief towards high resolve. Given the risk of a costly war against a high-resolve opponent, backing down is the safer option.",0.8,0.8,1031,1123,221,242,2154,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,64,2026-03-06T05:02:40.978793
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a costly signal is necessary to demonstrate our commitment and deter any potential adversaries. Escalation, while consuming political capital, credibly signals our willingness to act and avoids any misinterpretation of weakness, which could be exploited.","Escalation is a strong signal of high resolve. A low resolve opponent would likely back down to avoid conflict. Therefore, the observed signal significantly increases the probability that the opponent is high resolve. Attacking a high resolve opponent is too risky.",0.9,0.9,1058,928,220,239,1986,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,65,2026-03-06T05:02:42.964547
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My opponent believes I have reserves. Escalating now, even with a bluff, will reinforce that belief and exploit their lack of knowledge, potentially deterring them. The reputational risk of being caught is high, but the immediate threat of conflict is higher if I reveal weakness.","An opponent with high resolve is more likely to escalate than one with low resolve. Escalation thus increases the probability that the opponent is high resolve. Given the significant cost of attacking a high-resolve opponent, it is prudent to back down.",0.8,0.8,1014,995,227,239,2009,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,66,2026-03-06T05:02:44.973314
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Escalation, despite the cost, is necessary to project strength and deter an opponent unaware of our true weakness. A conciliatory approach would likely reveal our depleted state and invite aggression, leading to a conflict we cannot sustain. The reputational risk of being caught bluffing is high, but the risk of not bluffing is higher.","An opponent with high resolve is more likely to escalate to demonstrate their strength. Conversely, a low-resolve opponent would be less likely to escalate, as it risks exposing their weakness. Therefore, observing escalation increases the probability that the opponent is high resolve. Given the increased probability of a high-resolve opponent, attacking becomes too risky.",0.8,0.9,1093,987,251,257,2079,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,67,2026-03-06T05:02:47.052831
HIGH,ESCALATE,BACK_DOWN,0.818,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a strong threat (costly signal) is necessary to convey our seriousness and deter potential adversaries. Negotiating at this stage would be misconstrued as weakness, undermining our credibility and potentially inviting aggression. Costly signals are indeed more credible, and escalating demonstrates our willingness to bear the political cost for our interests.","An escalate signal from a high resolve opponent is highly probable (0.9), while a low resolve opponent is less likely to escalate (0.2). This strong signal shifts my belief towards the opponent being high resolve, making ATTACK too risky.",0.95,0.9,1218,865,240,242,2083,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,68,2026-03-06T05:02:49.135847
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a strong threat is necessary to convey our seriousness and deter the adversary. Costly signals are more credible, and while 'ESCALATE' expends political capital, it demonstrates our commitment to act, making our resolve believable and increasing the likelihood of deterrence. 'NEGOTIATE' would be misconstrued as weakness, undermining our position.","Escalating is a strong signal of high resolve. A low resolve opponent would likely back down to avoid a costly war. Given the escalation, the probability of them being high resolve significantly increases. Attacking now would be too risky.",0.9,0.9,1284,875,246,237,2159,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,69,2026-03-06T05:02:51.294894
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and military readiness, a costly signal is necessary to demonstrate our commitment and deter any potential adversaries. Escalation, despite its political cost, clearly communicates our willingness to fight, making our threat credible. Negotiation at this stage would be perceived as weakness, undermining our position.","Escalation is a strong signal of high resolve. A low resolve opponent would likely back down rather than escalate, as they'd want to avoid a costly war. Therefore, observing escalation increases my belief that the opponent is high resolve, making an attack too risky.",0.9,0.9,1100,988,226,244,2088,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,70,2026-03-06T05:02:53.383155
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given our genuinely high resolve and full military readiness, a costly signal is necessary to demonstrate our commitment and deter any potential adversaries. Escalation, despite its political cost, is a stronger and more credible signal of our willingness to fight, compared to negotiation which could be misconstrued as weakness and invite further aggression.","An opponent with high resolve is more likely to escalate to demonstrate their strength. Therefore, observing escalation increases the probability they are high resolve. Given this updated belief, attacking becomes too risky.",0.95,0.9,1044,894,231,228,1938,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,71,2026-03-06T05:02:55.321006
LOW,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"To deter an aggressor while concealing our depleted reserves, a strong threat is necessary. Although it costs political capital, the alternative of negotiation risks revealing our weakness and inviting further aggression. The key is to make the threat credible enough to avoid immediate conflict, buying time to rebuild.","An opponent with high resolve is more likely to escalate than one with low resolve. Escalation thus increases my belief that the opponent has high resolve, making an attack riskier. Given the significant cost of attacking a high-resolve opponent, backing down is the safer option.",0.8,0.8,933,1001,222,245,1934,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,72,2026-03-06T05:02:57.255348
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"To deter a potential aggressor and buy time to rebuild, a strong threat is necessary. While costly, it leverages their ignorance of our true weakness and avoids revealing our vulnerability through negotiation. The reputational risk of a failed bluff is high, but less than the immediate risk of invasion if weakness is perceived.","An opponent with high resolve is more likely to escalate, as they are confident in their military. Conversely, a low resolve opponent is less likely to escalate, preferring to avoid conflict. Therefore, observing escalation increases the probability that the opponent is high resolve. Given the increased probability of high resolve, attacking becomes a risky proposition.",0.8,0.8,1078,1098,228,255,2177,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,73,2026-03-06T05:02:59.432082
LOW,ESCALATE,BACK_DOWN,0.66,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"My military reserves are depleted, meaning prolonged conflict is unwinnable. Escalation offers the best chance to deter my opponent by exploiting their ignorance of my true weakness, but carries the risk of being called out. Negotiating would reveal my weakness and invite exploitation.","An opponent with high resolve is more likely to escalate than one with low resolve. Observing escalation increases the probability they are high resolve. Attacking a high-resolve opponent is too costly, so backing down is the safer option.",0.7,0.9,995,1022,219,236,2017,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,74,2026-03-06T05:03:01.449075
LOW,NEGOTIATE,BACK_DOWN,0.5,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given our depleted reserves, a direct confrontation is disastrous. Escalating now, even as a bluff, risks being called and exposing our weakness, leading to a loss of credibility and potentially a real attack. Negotiating, even if it reveals some vulnerability, is the only path to de-escalation without risking immediate military defeat, and allows us to buy time to rebuild.","A negotiating stance from an opponent with unknown resolve is ambiguous. It could signal a desire to avoid conflict due to low resolve, or a strategic move by a high-resolve opponent to gain an advantage or buy time. Without more information about the opponent's typical behavior or the specific terms of negotiation, it's hard to definitively update my belief. Given the high cost of misjudging a high-resolve opponent, a cautious approach is warranted.",0.8,0.7,1297,1322,259,281,2619,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,75,2026-03-06T05:03:04.068190
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Our resolve is genuinely high and we are prepared to fight. Costly signals are more credible in demonstrating this commitment. A strong threat, despite the political cost, unequivocally signals our readiness and increases the likelihood of deterrence, aligning with our interest to avoid actual conflict while maintaining our position.","Escalation is a strong signal of high resolve, as a low resolve opponent would likely prefer to back down to avoid conflict. Therefore, observing escalation significantly increases the probability that the opponent is high resolve. Attacking a high resolve opponent is costly.",0.9,0.9,958,883,224,240,1841,gemini-2.5-flash,Gemini-2.5-Flash,role_conditioned,76,2026-03-06T05:03:05.909128
